CUI,SAB_x,SAB_y,STR,DEF
C0010695,MSH,DXP,CYSTOCELE,A HERNIA-like condition in which the weakened pelvic muscles cause the URINARY BLADDER to drop from its normal position. Fallen urinary bladder is more common in females with the bladder dropping into the VAGINA and less common in males with the bladder dropping into the SCROTUM.
C0010823,MSH,DXP,CYTOMEGALIC INCLUSION DISEASE,"Infection with CYTOMEGALOVIRUS, characterized by enlarged cells bearing intranuclear inclusions. Infection may be in almost any organ, but the salivary glands are the most common site in children, as are the lungs in adults."
C0010823,NCI,DXP,CYTOMEGALIC INCLUSION DISEASE,"A herpesvirus infection caused by Cytomegalovirus. Healthy individuals generally do not produce symptoms. However, the infection may be life-threatening in affected immunocompromised patients. The virus may cause retinitis, esophagitis, gastritis, and colitis. Morphologically, it is characterized by the presence of intranuclear inclusion bodies."
C0010823,MEDLINEPLUS,DXP,CYTOMEGALIC INCLUSION DISEASE,"<p>Cytomegalovirus (CMV) is a virus found around the world. It is related to the viruses that cause chickenpox and infectious mononucleosis (mono). Between 50% and 80% of adults in the United States have had a CMV infection by age 40. Once CMV is in a person's body, it stays there for life. </p> <p>CMV is spread through close contact with body fluids. Most people with CMV don't get sick and don't know that they've been infected. But infection with the virus can be serious in babies and people with weak immune systems. If a woman gets CMV when she is pregnant, she can pass it on to her baby. Usually the babies do not have health problems. But some babies can develop lifelong disabilities.</p> <p>A blood test can tell whether a person has ever been infected with CMV. Most people with CMV don't need treatment. If you have a weakened immune system, your doctor may prescribe antiviral medicine. Good hygiene, including proper hand washing, may help prevent infections.</p> <p class="""">Centers for Disease Control and Prevention</p>"
C0010964,MSH,DXP,DANDY WALKER SYNDROME,"A congenital abnormality of the central nervous system marked by failure of the midline structures of the cerebellum to develop, dilation of the fourth ventricle, and upward displacement of the transverse sinuses, tentorium, and torcula. Clinical features include occipital bossing, progressive head enlargement, bulging of anterior fontanelle, papilledema, ataxia, gait disturbances, nystagmus, and intellectual compromise. (From Menkes, Textbook of Child Neurology, 5th ed, pp294-5)"
C0010964,NCI,DXP,DANDY WALKER SYNDROME,"A rare congenital brain malformation disorder characterized by agenesis or hypoplasia of the cerebellar vermis, cystic dilatation of the fourth ventricle, and enlargement of the posterior fossa."
C0010964,JABL,DXP,DANDY WALKER SYNDROME,"Hydrocephalus, absence of the cerebellar vermis, and posterior fossa cyst continuous with the fourth ventricle are the main characteristics of this syndrome. About 4% of all cases of hydrocephalus are complicated by DWS. Associated disorders may include Aase-Smith syndrome 1, Aicardi, Coffin-Siris, cryptophthalmos, Ehlers-Danlos, Ellis-van Creveld, Jones syndrome, Joubert, Ruvalcaba-Myhre-Smith, Walker-Warburg, Meckel, Ritscher-Schinzel, and Veradi syndromes. Dandy-Walker syndrome associated with macrocephaly, facial anomalies, developmental delay, and brain stem dysgenesis inherited as an X-linked recessive trait was reported as a separate syndrome."
C0010964,HPO,DXP,DANDY WALKER SYNDROME,"A congenital brain malformation typically characterized by incomplete formation of the cerebellar vermis, dilation of the fourth ventricle, and enlargement of the posterior fossa. In layman's terms, Dandy Walker malformation is a cyst in the cerebellum (typically symmetrical) that is involved with the fourth ventricle. This may interfere with the ability to drain cerebrospinal fluid from the brain, resulting in hydrocephalus. Dandy Walker cysts are formed during early embryonic development, while the brain forms. The cyst in the cerebellum typically has several blood vessels running through it connecting to the brain, thereby prohibiting surgical removal. [HPO:probinson, PMID:26246090]"
C0011119,MSH,DXP,DECOMPRESSION SICKNESS,"A condition occurring as a result of exposure to a rapid fall in ambient pressure. Gases, nitrogen in particular, come out of solution and form bubbles in body fluid and blood. These gas bubbles accumulate in joint spaces and the peripheral circulation impairing tissue oxygenation causing disorientation, severe pain, and potentially death."
C0011226,MSH,DXP,"HEPATITIS, ACUTE DELTA","INFLAMMATION of the LIVER in humans caused by HEPATITIS DELTA VIRUS, a defective RNA virus that can only infect HEPATITIS B patients. For its viral coating, hepatitis delta virus requires the HEPATITIS B SURFACE ANTIGENS produced by these patients. Hepatitis D can occur either concomitantly with (coinfection) or subsequent to (superinfection) hepatitis B infection. Similar to hepatitis B, it is primarily transmitted by parenteral exposure, such as transfusion of contaminated blood or blood products, but can also be transmitted via sexual or intimate personal contact."
C0011226,CSP,DXP,"HEPATITIS, ACUTE DELTA","hepatitis caused by the Hepatitis delta virus in association with hepatitis B; it is endemic in some European countries and is seen in drug users, hemophiliacs, and polytransfused persons."
C0011226,ORPHANET,DXP,"HEPATITIS, ACUTE DELTA","Hepatitis delta is a rare hepatic disease characterized by variable degrees of acute hepatitis resulting from infection with the hepatitis delta virus. Occasionally it may present a benign course, but most frequently it manifests with severe liver disease that may include fulminant liver failure, hepatic decompensation and rapid progression to cirrhosis. All patients present concomitant hepatitis B virus infection and an increased risk of developing hepatocellular carcinoma has been reported."
C0011263,MSH,DXP,"DEMENTIA, MULTI-INFARCT","Loss of higher cortical functions with retained awareness due to multiple cortical or subcortical CEREBRAL INFARCTION. Memory, judgment, attention span, and impulse control are often impaired, and may be accompanied by PSEUDOBULBAR PALSY; HEMIPARESIS; reflex abnormalities, and other signs of localized neurologic dysfunction. (From Adams et al., Principles of Neurology, 6th ed, p1060)"
C0011263,CSP,DXP,"DEMENTIA, MULTI-INFARCT","dementia, due to significant cerebrovascular disease, with a stepwise deteriorating course and a 'patchy' distribution of neurologic deficits."
C0011263,NCI,DXP,"DEMENTIA, MULTI-INFARCT",A common form of dementia caused by multiple cortical or subcortical cerebral infarctions.
C0011311,MSH,DXP,DENGUE,"An acute febrile disease transmitted by the bite of AEDES mosquitoes infected with DENGUE VIRUS. It is self-limiting and characterized by fever, myalgia, headache, and rash. SEVERE DENGUE is a more virulent form of dengue."
C0011311,CSP,DXP,DENGUE,"acute infectious, eruptive, febrile disease caused by four antigenically related but distinct serotypes of the dengue virus; transmitted by the bite of infected Aedes mosquitoes, especially A. aegypti; classical dengue (dengue fever) is self-limiting and characterized by fever, myalgia, headache, and rash; dengue hemorrhagic fever is a more virulent form of dengue virus infection."
C0011311,CHV,DXP,DENGUE,"An acute, infectious tropical disease caused by an arbovirus transmitted by mosquitoes"
C0011311,CHV,DXP,DENGUE,"An acute, infectious tropical disease caused by an arbovirus transmitted by mosquitoes"
C0011311,CHV,DXP,DENGUE,"An acute, infectious tropical disease caused by an arbovirus transmitted by mosquitoes"
C0011311,MEDLINEPLUS,DXP,DENGUE,"<p>Dengue is an infection caused by a virus. You can get it if an infected <a href=""https://medlineplus.gov/mosquitobites.html"">mosquito</a> bites you. Dengue does not spread from person to person. It is common in warm, wet areas of the world. Outbreaks occur in the rainy season. Dengue is rare in the United States. </p> <p>Symptoms include a high fever, headaches, joint and muscle pain, vomiting, and a rash. In some cases, dengue turns into dengue hemorrhagic fever, which causes bleeding from your nose, gums, or under your skin. It can also become dengue shock syndrome, which causes massive bleeding and shock. These forms of dengue are life-threatening.</p> <p>There is no specific treatment. Most people with dengue recover within 2 weeks. Until then, drinking lots of fluids, resting and taking non-aspirin fever-reducing medicines might help. People with the more severe forms of dengue usually need to go to the hospital and get fluids.</p> <p>To lower your risk when traveling to areas where dengue is found:</p><ul> <li>Wear insect repellent with DEET </li> <li>Wear clothes that cover your arms, legs and feet </li> <li>Close unscreened doors and windows </li> </ul>"
C0011311,ORPHANET,DXP,DENGUE,"Dengue fever (DF), caused by dengue virus, is an arboviral disease characterized by an initial non-specific febrile illness that can sometimes progress to more severe forms manifesting capillary leakage and hemorrhage (dengue hemorrhagic fever, or DHF) and shock (dengue shock syndrome, or DSS)."
C0011311,NCI,DXP,DENGUE,"An acute infection caused by Dengue virus. Signs and symptoms include sudden onset of fever, headache, rash, arthralgia, and myalgia. It is transmitted through mosquitoes."
C0011573,NCI,DXP,ENDOGENOUS DEPRESSION,Depression which is considered strictly biological.
C0011579,NCI,DXP,REACTIVE DEPRESSION,Depression precipitated by events in a person's life.
C0011606,MSH,DXP,"DERMATITIS, EXFOLIATIVE, GENERALIZED","The widespread involvement of the skin by a scaly, erythematous dermatitis occurring either as a secondary or reactive process to an underlying cutaneous disorder (e.g., atopic dermatitis, psoriasis, etc.), or as a primary or idiopathic disease. It is often associated with the loss of hair and nails, hyperkeratosis of the palms and soles, and pruritus. (From Dorland, 27th ed)"
C0011606,CSP,DXP,"DERMATITIS, EXFOLIATIVE, GENERALIZED","widespread involvement of the skin by a scaly, erythematous dermatitis occurring either as a secondary or reactive process to an underlying cutaneous disorder (e.g., atopic dermatitis, psoriasis, etc.), or as a primary or idiopathic disease; often associated with the loss of hair and nails, hyperkeratosis of the palms and soles, and pruritus."
C0011606,HPO,DXP,"DERMATITIS, EXFOLIATIVE, GENERALIZED","An inflammatory exfoliative dermatosis involving nearly all of the surface of the skin. Erythroderma develops suddenly. A patchy erythema may generalize and spread to affect most of the skin. Scaling may appear in 2-6 days and be accompanied by hot, red, dry skin, malaise, and fever. [HPO:probinson]"
C0011606,NCI,DXP,"DERMATITIS, EXFOLIATIVE, GENERALIZED",A generalized inflammatory cutaneous disorder characterized by erythema and desquamation.
C0011608,MSH,DXP,"DERMATITIS, HERPETIFORMIS","Rare, chronic, papulo-vesicular disease characterized by an intensely pruritic eruption consisting of various combinations of symmetrical, erythematous, papular, vesicular, or bullous lesions. The disease is strongly associated with the presence of HLA-B8 and HLA-DR3 antigens. A variety of different autoantibodies has been detected in small numbers in patients with dermatitis herpetiformis."
